revol_bal,home_ownership,verification_status,emp_length,dti,annual_inc,output
7082,MORTGAGE,Verified,6,19.53,41600.0,Defaulters
12927,RENT,Not Verified,9,17.15,48000.0,Non-Defaulters
58236,MORTGAGE,Verified,10,16.85,90000.0,Non-Defaulters
25581,MORTGAGE,Verified,10,11.82,77000.0,Non-Defaulters
9829,RENT,Not Verified,4,2.99,90000.0,Non-Defaulters
2392,RENT,Not Verified,10,15.06,55000.0,Non-Defaulters
9321,OWN,Not Verified,10,19.34,35000.0,Non-Defaulters
18749,MORTGAGE,Not Verified,1,4.36,135000.0,Non-Defaulters
0,RENT,Not Verified,1,8.61,40000.0,Non-Defaulters
6693,RENT,Verified,8,24.94,65000.0,Non-Defaulters
533,OWN,Not Verified,3,18.4,18000.0,Non-Defaulters
20260,MORTGAGE,Not Verified,1,26.72,42000.0,Non-Defaulters
12359,RENT,Verified,5,3.17,150000.0,Non-Defaulters
19176,MORTGAGE,Not Verified,2,16.08,60420.0,Non-Defaulters
1101,MORTGAGE,Not Verified,10,16.47,33000.0,Non-Defaulters
12471,RENT,Verified,2,20.22,37000.0,Non-Defaulters
17911,MORTGAGE,Verified,10,31.96,160000.0,Defaulters
8579,MORTGAGE,Verified,4,16.43,64992.0,Non-Defaulters
10636,RENT,Not Verified,2,10.68,60000.0,Non-Defaulters
13170,MORTGAGE,Source Verified,10,10.5,97000.0,Non-Defaulters
1208,MORTGAGE,Source Verified,4,3.93,120000.0,Non-Defaulters
2364,MORTGAGE,Source Verified,4,20.95,70000.0,Non-Defaulters
5481,MORTGAGE,Verified,1,8.37,40000.0,Non-Defaulters
11946,OWN,Verified,10,23.68,97000.0,Non-Defaulters
2628,OWN,Not Verified,7,3.85,48279.6,Non-Defaulters
483,MORTGAGE,Verified,5,7.37,145000.0,Non-Defaulters
12025,OWN,Not Verified,3,22.34,37000.0,Non-Defaulters
2218,OWN,Verified,,7.76,15000.0,Non-Defaulters
10880,MORTGAGE,Verified,10,29.52,80000.0,Non-Defaulters
4208,RENT,Source Verified,1,13.19,100000.0,Non-Defaulters
8787,RENT,Verified,10,16.64,46000.0,Non-Defaulters
25781,MORTGAGE,Verified,10,16.27,82000.0,Non-Defaulters
31087,MORTGAGE,Source Verified,10,16.33,95000.0,Non-Defaulters
12951,MORTGAGE,Not Verified,8,10.58,65000.0,Non-Defaulters
15188,MORTGAGE,Not Verified,5,21.93,69000.0,Non-Defaulters
13515,RENT,Verified,10,13.57,36000.0,Non-Defaulters
10927,MORTGAGE,Verified,10,15.05,59000.0,Non-Defaulters
25439,MORTGAGE,Source Verified,10,10.93,74000.0,Non-Defaulters
10399,RENT,Verified,6,9.0,30000.0,Non-Defaulters
7858,MORTGAGE,Not Verified,7,10.47,66000.0,Non-Defaulters
5728,MORTGAGE,Verified,,16.8,72000.0,Defaulters
8790,MORTGAGE,Not Verified,10,3.51,76209.0,Non-Defaulters
23095,RENT,Source Verified,1,22.55,45000.0,Non-Defaulters
10218,RENT,Verified,6,14.91,47000.0,Non-Defaulters
9142,MORTGAGE,Not Verified,10,24.07,54000.0,Non-Defaulters
9008,MORTGAGE,Not Verified,10,12.56,60000.0,Non-Defaulters
3567,MORTGAGE,Source Verified,1,17.27,13000.0,Non-Defaulters
16890,RENT,Source Verified,,20.4,23000.0,Non-Defaulters
26409,MORTGAGE,Source Verified,10,18.26,65000.0,Defaulters
37757,RENT,Verified,4,26.01,80000.0,Defaulters
18958,MORTGAGE,Verified,10,26.53,46000.0,Defaulters
5225,RENT,Not Verified,1,11.47,45000.0,Defaulters
23327,RENT,Source Verified,8,15.11,77000.0,Non-Defaulters
13171,RENT,Not Verified,4,24.72,40000.0,Non-Defaulters
7952,RENT,Verified,3,13.79,65000.0,Non-Defaulters
4924,RENT,Verified,1,18.64,30000.0,Non-Defaulters
19569,RENT,Verified,7,10.67,72000.0,Non-Defaulters
14062,MORTGAGE,Verified,7,19.86,120000.0,Non-Defaulters
32251,MORTGAGE,Verified,5,11.46,150000.0,Non-Defaulters
12652,RENT,Not Verified,6,20.2,120000.0,Defaulters
27068,RENT,Verified,8,33.09,43028.82,Non-Defaulters
11285,MORTGAGE,Not Verified,3,17.81,90000.0,Non-Defaulters
17653,OWN,Not Verified,10,14.69,84500.0,Non-Defaulters
5800,MORTGAGE,Verified,10,25.9,60000.0,Defaulters
10725,RENT,Source Verified,2,19.1,34000.0,Non-Defaulters
19189,RENT,Verified,10,18.39,29500.0,Non-Defaulters
12671,MORTGAGE,Verified,6,33.3,56000.0,Non-Defaulters
28962,RENT,Verified,1,16.28,52000.0,Defaulters
3230,RENT,Not Verified,7,33.65,29000.0,Non-Defaulters
26783,MORTGAGE,Not Verified,6,25.45,100098.0,Non-Defaulters
3113,RENT,Not Verified,2,12.34,20000.0,Non-Defaulters
9008,MORTGAGE,Verified,2,13.14,60000.0,Non-Defaulters
36182,MORTGAGE,Source Verified,10,17.75,120000.0,Non-Defaulters
1766,MORTGAGE,Source Verified,3,13.11,80000.0,Non-Defaulters
15388,MORTGAGE,Not Verified,3,15.49,58552.0,Non-Defaulters
4818,MORTGAGE,Not Verified,2,18.88,22000.0,Non-Defaulters
3763,RENT,Source Verified,2,13.6,60000.0,Non-Defaulters
6510,OWN,Verified,10,5.79,40000.0,Defaulters
6401,MORTGAGE,Verified,10,4.32,131053.0,Non-Defaulters
3967,MORTGAGE,Source Verified,2,9.81,200000.0,Non-Defaulters
15238,MORTGAGE,Not Verified,6,13.86,124526.0,Non-Defaulters
22765,RENT,Source Verified,10,6.2,110000.0,Non-Defaulters
521,MORTGAGE,Source Verified,10,2.63,31000.0,Non-Defaulters
10980,MORTGAGE,Verified,8,12.06,43000.0,Non-Defaulters
20126,OWN,Verified,10,18.16,60000.0,Non-Defaulters
4817,MORTGAGE,Not Verified,10,10.57,135000.0,Non-Defaulters
23571,MORTGAGE,Not Verified,10,19.14,84000.0,Non-Defaulters
1434,MORTGAGE,Source Verified,10,0.01,6000000.0,Non-Defaulters
29135,MORTGAGE,Source Verified,4,20.62,111740.0,Non-Defaulters
4409,RENT,Not Verified,10,2.44,68000.0,Non-Defaulters
12340,RENT,Verified,10,19.41,40000.0,Non-Defaulters
2484,OWN,Verified,8,13.96,72000.0,Non-Defaulters
1113,MORTGAGE,Verified,2,15.36,40000.0,Non-Defaulters
7721,MORTGAGE,Source Verified,10,8.88,90800.0,Non-Defaulters
7539,MORTGAGE,Not Verified,2,11.08,180000.0,Non-Defaulters
5392,RENT,Verified,,8.22,41336.0,Non-Defaulters
67291,MORTGAGE,Source Verified,8,17.55,160000.0,Non-Defaulters
38098,RENT,Verified,7,17.94,93000.0,Non-Defaulters
7571,RENT,Verified,3,9.74,115000.0,Non-Defaulters
20583,OWN,Source Verified,10,15.51,64000.0,Non-Defaulters
16827,MORTGAGE,Source Verified,1,10.78,160000.0,Non-Defaulters
9439,MORTGAGE,Not Verified,10,19.69,53200.0,Defaulters
5161,RENT,Not Verified,3,22.42,41000.0,Non-Defaulters
4069,RENT,Not Verified,5,8.81,61000.0,Non-Defaulters
11548,MORTGAGE,Verified,10,7.01,50000.0,Non-Defaulters
8496,RENT,Verified,4,19.98,40000.0,Non-Defaulters
11206,OWN,Not Verified,4,17.46,40000.0,Non-Defaulters
620,RENT,Not Verified,10,21.06,38400.0,Non-Defaulters
14899,RENT,Source Verified,6,6.35,75000.0,Non-Defaulters
11321,MORTGAGE,Source Verified,10,15.12,80000.0,Defaulters
0,RENT,Not Verified,2,13.09,67000.0,Non-Defaulters
9516,RENT,Verified,3,8.0,32000.0,Non-Defaulters
5300,MORTGAGE,Not Verified,2,7.87,63000.0,Non-Defaulters
5034,RENT,Source Verified,4,7.86,29000.0,Non-Defaulters
21398,RENT,Source Verified,7,34.42,45000.0,Non-Defaulters
5658,RENT,Not Verified,4,11.4,68000.0,Non-Defaulters
63433,MORTGAGE,Verified,1,21.36,55000.0,Non-Defaulters
8106,RENT,Verified,7,18.13,75000.0,Non-Defaulters
19010,RENT,Not Verified,1,29.02,34000.0,Defaulters
3744,MORTGAGE,Not Verified,7,12.52,60000.0,Non-Defaulters
14744,RENT,Source Verified,1,14.62,54000.0,Non-Defaulters
6805,RENT,Verified,,14.46,23000.0,Non-Defaulters
16482,OWN,Verified,10,7.48,125000.0,Non-Defaulters
29251,MORTGAGE,Verified,10,33.3,64500.0,Non-Defaulters
4454,RENT,Source Verified,3,6.6,32000.0,Non-Defaulters
3864,RENT,Not Verified,1,1.31,90000.0,Non-Defaulters
10506,MORTGAGE,Verified,6,9.33,35500.0,Non-Defaulters
28789,MORTGAGE,Verified,10,13.51,150000.0,Defaulters
7682,RENT,Not Verified,3,19.67,37000.0,Defaulters
22746,RENT,Verified,5,23.85,72000.0,Non-Defaulters
18482,MORTGAGE,Source Verified,8,7.73,61959.0,Non-Defaulters
8192,RENT,Not Verified,1,19.54,55500.0,Non-Defaulters
14850,OWN,Source Verified,10,23.34,100000.0,Non-Defaulters
4717,RENT,Source Verified,10,18.54,42000.0,Non-Defaulters
35340,MORTGAGE,Verified,5,22.57,111920.0,Non-Defaulters
8895,RENT,Source Verified,2,10.81,29307.2,Non-Defaulters
17577,RENT,Source Verified,10,16.14,40000.0,Non-Defaulters
5341,MORTGAGE,Not Verified,7,5.08,35000.0,Non-Defaulters
15659,MORTGAGE,Not Verified,3,9.95,75000.0,Non-Defaulters
7899,RENT,Verified,9,6.67,50000.0,Non-Defaulters
25503,MORTGAGE,Source Verified,3,21.36,98000.0,Non-Defaulters
1477,MORTGAGE,Not Verified,2,0.54,65000.0,Non-Defaulters
12391,RENT,Verified,10,10.99,37000.0,Defaulters
3143,RENT,Not Verified,10,10.55,68000.0,Non-Defaulters
20114,RENT,Source Verified,10,18.21,65000.0,Non-Defaulters
25895,MORTGAGE,Verified,4,21.74,94500.0,Defaulters
7184,MORTGAGE,Verified,4,13.53,55000.0,Non-Defaulters
10514,MORTGAGE,Not Verified,10,15.8,54000.0,Non-Defaulters
12022,RENT,Source Verified,2,29.66,59000.0,Non-Defaulters
17030,RENT,Source Verified,10,8.58,175000.0,Non-Defaulters
1155,RENT,Source Verified,6,0.5,180000.0,Non-Defaulters
4792,RENT,Not Verified,1,14.4,75000.0,Non-Defaulters
12670,MORTGAGE,Source Verified,4,25.31,65000.0,Non-Defaulters
15540,RENT,Verified,7,17.74,37482.0,Non-Defaulters
13047,MORTGAGE,Not Verified,10,19.62,86000.0,Non-Defaulters
882,RENT,Verified,2,10.25,52000.0,Non-Defaulters
135592,OWN,Source Verified,7,6.39,275000.0,Non-Defaulters
5742,MORTGAGE,Not Verified,10,16.62,60278.0,Defaulters
7150,RENT,Verified,,11.68,18200.0,Non-Defaulters
21839,MORTGAGE,Not Verified,10,14.49,56000.0,Non-Defaulters
12756,RENT,Source Verified,6,21.28,60000.0,Non-Defaulters
7708,MORTGAGE,Verified,2,8.85,120000.0,Non-Defaulters
26868,MORTGAGE,Not Verified,8,15.59,80000.0,Non-Defaulters
37583,MORTGAGE,Verified,6,28.16,84120.5,Non-Defaulters
1588,MORTGAGE,Not Verified,5,3.2,110000.0,Non-Defaulters
3787,MORTGAGE,Not Verified,2,10.48,41000.0,Non-Defaulters
10234,RENT,Verified,3,6.76,85186.0,Non-Defaulters
3666,RENT,Not Verified,7,3.59,38400.0,Defaulters
3231,RENT,Not Verified,6,5.16,80000.0,Non-Defaulters
21732,RENT,Verified,10,28.61,64000.0,Non-Defaulters
4107,RENT,Not Verified,7,6.85,45000.0,Non-Defaulters
20267,RENT,Not Verified,5,19.47,36000.0,Non-Defaulters
15669,RENT,Not Verified,5,19.3,41400.0,Non-Defaulters
11693,RENT,Source Verified,7,16.09,96000.0,Non-Defaulters
51441,MORTGAGE,Verified,10,12.09,106000.0,Non-Defaulters
10244,MORTGAGE,Not Verified,1,6.22,60000.0,Non-Defaulters
83171,MORTGAGE,Not Verified,10,5.75,128000.0,Non-Defaulters
6943,OWN,Not Verified,10,6.58,70000.0,Non-Defaulters
21699,RENT,Verified,10,25.7,67499.9,Non-Defaulters
3184,MORTGAGE,Not Verified,10,23.3,48000.0,Defaulters
4988,RENT,Verified,9,20.71,90000.0,Non-Defaulters
22048,RENT,Source Verified,10,14.37,80000.0,Non-Defaulters
4206,RENT,Not Verified,8,18.35,75000.0,Non-Defaulters
1320,RENT,Not Verified,3,2.28,40000.0,Non-Defaulters
22171,OWN,Not Verified,10,8.31,108330.0,Non-Defaulters
14203,MORTGAGE,Verified,10,4.19,90000.0,Defaulters
200,MORTGAGE,Not Verified,2,12.74,50000.0,Non-Defaulters
9277,OWN,Not Verified,10,19.97,25000.0,Non-Defaulters
6685,RENT,Not Verified,7,17.95,26000.0,Non-Defaulters
20743,MORTGAGE,Source Verified,8,14.11,150000.0,Non-Defaulters
14100,MORTGAGE,Verified,10,15.08,96000.0,Non-Defaulters
11961,MORTGAGE,Verified,10,28.48,115000.0,Defaulters
7547,RENT,Source Verified,7,18.68,40000.0,Non-Defaulters
1518,MORTGAGE,Source Verified,8,19.53,70000.0,Defaulters
17371,MORTGAGE,Source Verified,10,6.83,110000.0,Non-Defaulters
19123,RENT,Source Verified,10,9.82,60000.0,Non-Defaulters
5734,MORTGAGE,Verified,7,21.83,32000.0,Non-Defaulters
3901,RENT,Not Verified,6,9.17,90000.0,Non-Defaulters
17126,MORTGAGE,Verified,10,11.26,78000.0,Non-Defaulters
16912,MORTGAGE,Not Verified,10,10.54,96250.0,Non-Defaulters
27740,MORTGAGE,Verified,3,12.9,186000.0,Non-Defaulters
15028,RENT,Not Verified,6,16.7,30680.0,Defaulters
10443,RENT,Source Verified,1,17.84,45000.0,Non-Defaulters
15982,MORTGAGE,Verified,3,19.35,80000.0,Defaulters
7827,MORTGAGE,Source Verified,10,22.07,55020.0,Non-Defaulters
22597,MORTGAGE,Verified,10,20.08,85000.0,Non-Defaulters
5547,MORTGAGE,Verified,8,16.44,100000.0,Non-Defaulters
20726,OWN,Source Verified,7,27.01,75000.0,Non-Defaulters
5921,MORTGAGE,Source Verified,10,9.55,95000.0,Defaulters
22922,RENT,Source Verified,1,34.64,50000.0,Defaulters
32627,RENT,Source Verified,1,6.38,120000.0,Non-Defaulters
33828,MORTGAGE,Source Verified,7,17.27,180000.0,Non-Defaulters
5759,MORTGAGE,Not Verified,1,2.2,57240.0,Non-Defaulters
6641,RENT,Source Verified,1,13.32,70000.0,Non-Defaulters
35845,MORTGAGE,Verified,10,20.03,52000.0,Non-Defaulters
354,RENT,Verified,10,8.5,60000.0,Non-Defaulters
71540,MORTGAGE,Source Verified,,15.36,250000.0,Non-Defaulters
18464,RENT,Verified,4,10.64,117000.0,Non-Defaulters
6507,RENT,Verified,2,18.48,40000.0,Non-Defaulters
28587,MORTGAGE,Verified,9,5.26,385000.0,Non-Defaulters
285,MORTGAGE,Verified,10,1.8,33400.0,Non-Defaulters
4994,MORTGAGE,Verified,8,19.1,72000.0,Defaulters
12841,RENT,Source Verified,1,8.1,75000.0,Non-Defaulters
9549,OWN,Source Verified,1,21.65,25000.0,Non-Defaulters
17708,MORTGAGE,Verified,10,15.63,45000.0,Non-Defaulters
3854,RENT,Source Verified,10,6.81,94000.0,Non-Defaulters
22192,RENT,Verified,1,31.39,90000.0,Defaulters
2253,MORTGAGE,Not Verified,1,16.28,85000.0,Non-Defaulters
22716,RENT,Source Verified,6,23.22,40200.0,Non-Defaulters
5788,MORTGAGE,Verified,4,4.68,68000.0,Defaulters
24815,MORTGAGE,Verified,10,23.92,43855.0,Non-Defaulters
10877,MORTGAGE,Verified,4,22.65,120000.0,Non-Defaulters
40697,MORTGAGE,Verified,10,15.66,89120.0,Defaulters
291,MORTGAGE,Source Verified,3,5.4,67500.0,Non-Defaulters
3041,RENT,Source Verified,1,9.5,16800.0,Non-Defaulters
4039,RENT,Not Verified,10,18.56,30000.0,Non-Defaulters
14915,RENT,Source Verified,3,21.8,59000.0,Non-Defaulters
17980,MORTGAGE,Not Verified,10,15.85,102120.0,Non-Defaulters
6278,RENT,Verified,8,24.36,43500.0,Non-Defaulters
11897,MORTGAGE,Source Verified,10,18.48,200000.0,Non-Defaulters
9019,MORTGAGE,Verified,8,27.32,64000.0,Non-Defaulters
34786,MORTGAGE,Not Verified,2,18.47,98500.0,Non-Defaulters
12203,MORTGAGE,Source Verified,2,16.15,70000.0,Defaulters
9318,RENT,Not Verified,2,21.01,70000.0,Non-Defaulters
16622,MORTGAGE,Not Verified,4,9.33,96500.0,Non-Defaulters
7489,MORTGAGE,Source Verified,10,6.81,110000.0,Non-Defaulters
7764,RENT,Source Verified,1,10.53,85000.0,Non-Defaulters
393,MORTGAGE,Verified,10,24.89,50000.0,Non-Defaulters
11068,RENT,Not Verified,1,19.34,68000.0,Non-Defaulters
22269,MORTGAGE,Verified,2,20.04,90000.0,Non-Defaulters
7475,MORTGAGE,Verified,10,9.92,98000.0,Non-Defaulters
11376,OWN,Verified,,18.54,26500.0,Defaulters
8670,RENT,Source Verified,6,20.67,40000.0,Defaulters
11861,MORTGAGE,Source Verified,9,17.25,50000.0,Non-Defaulters
12827,OWN,Not Verified,8,23.17,45000.0,Non-Defaulters
18865,MORTGAGE,Not Verified,1,9.98,54000.0,Defaulters
10718,RENT,Not Verified,4,11.22,68000.0,Non-Defaulters
10441,RENT,Not Verified,10,10.36,52000.0,Non-Defaulters
12013,MORTGAGE,Verified,8,21.49,62821.0,Defaulters
9975,RENT,Not Verified,8,11.06,32000.0,Non-Defaulters
8025,RENT,Not Verified,7,20.33,47000.0,Non-Defaulters
47545,MORTGAGE,Not Verified,5,18.85,100000.0,Non-Defaulters
35446,MORTGAGE,Source Verified,9,24.53,75000.0,Non-Defaulters
33568,MORTGAGE,Source Verified,9,21.31,78000.0,Non-Defaulters
7094,MORTGAGE,Source Verified,,13.07,95000.0,Defaulters
3573,MORTGAGE,Source Verified,4,9.34,84000.0,Non-Defaulters
3026,RENT,Not Verified,4,15.94,50000.0,Non-Defaulters
7221,MORTGAGE,Verified,3,20.91,40000.0,Non-Defaulters
16169,RENT,Source Verified,10,23.16,67000.0,Defaulters
31624,MORTGAGE,Source Verified,3,6.6,106000.0,Non-Defaulters
5829,MORTGAGE,Not Verified,1,12.88,27500.0,Non-Defaulters
6698,MORTGAGE,Source Verified,3,12.14,150000.0,Non-Defaulters
25887,MORTGAGE,Verified,10,19.56,86000.0,Non-Defaulters
7897,MORTGAGE,Verified,10,26.98,54000.0,Defaulters
17601,MORTGAGE,Verified,10,12.85,68000.0,Non-Defaulters
9178,MORTGAGE,Verified,8,21.13,43160.0,Non-Defaulters
17278,OWN,Verified,10,17.84,50000.0,Non-Defaulters
6602,MORTGAGE,Not Verified,6,10.43,25000.0,Non-Defaulters
13307,RENT,Not Verified,1,6.33,105000.0,Non-Defaulters
3250,MORTGAGE,Source Verified,3,12.75,50000.0,Non-Defaulters
6471,RENT,Not Verified,2,18.26,50000.0,Non-Defaulters
11313,MORTGAGE,Not Verified,10,18.61,68000.0,Non-Defaulters
32468,MORTGAGE,Not Verified,10,21.17,87000.0,Non-Defaulters
15276,MORTGAGE,Source Verified,5,9.15,75000.0,Non-Defaulters
13348,RENT,Verified,9,13.29,62750.0,Non-Defaulters
2378,RENT,Verified,6,16.87,62500.0,Non-Defaulters
15522,RENT,Verified,2,23.82,50000.0,Defaulters
18595,RENT,Verified,10,19.93,73760.0,Non-Defaulters
10473,RENT,Verified,1,15.09,206000.0,Defaulters
2826,MORTGAGE,Source Verified,3,11.8,24000.0,Non-Defaulters
27846,RENT,Verified,4,17.19,102000.0,Defaulters
18032,MORTGAGE,Source Verified,1,17.61,55000.0,Non-Defaulters
15237,RENT,Not Verified,8,21.88,60000.0,Non-Defaulters
779,OWN,Not Verified,2,23.45,35000.0,Defaulters
14071,MORTGAGE,Not Verified,6,11.63,75000.0,Non-Defaulters
3502,MORTGAGE,Not Verified,3,19.13,22900.0,Non-Defaulters
9949,RENT,Source Verified,8,22.53,35000.99,Non-Defaulters
10401,RENT,Source Verified,1,16.15,37000.0,Defaulters
82265,OWN,Verified,1,2.14,220000.0,Non-Defaulters
3760,OWN,Verified,10,25.25,51000.0,Non-Defaulters
3271,RENT,Verified,4,34.0,15000.0,Non-Defaulters
5851,RENT,Not Verified,10,24.37,36000.0,Non-Defaulters
4391,OWN,Source Verified,2,18.87,78500.0,Non-Defaulters
8862,MORTGAGE,Verified,10,28.44,120000.0,Non-Defaulters
5619,MORTGAGE,Verified,10,4.83,38500.0,Non-Defaulters
18785,MORTGAGE,Source Verified,10,21.99,50000.0,Non-Defaulters
11945,RENT,Not Verified,3,18.89,52860.0,Non-Defaulters
30080,MORTGAGE,Source Verified,,25.21,88000.0,Non-Defaulters
28462,MORTGAGE,Verified,9,20.2,86000.0,Non-Defaulters
9235,RENT,Not Verified,10,8.4,38000.0,Non-Defaulters
10475,OWN,Not Verified,6,16.01,80000.0,Non-Defaulters
271,RENT,Source Verified,9,7.62,40800.0,Non-Defaulters
14219,MORTGAGE,Verified,10,22.76,97000.0,Defaulters
4544,RENT,Verified,10,15.35,48000.0,Non-Defaulters
10338,MORTGAGE,Verified,9,22.37,93500.0,Non-Defaulters
6482,MORTGAGE,Verified,10,7.7,75000.0,Non-Defaulters
13895,OWN,Source Verified,10,17.03,120000.0,Non-Defaulters
10071,OWN,Source Verified,3,13.29,63280.0,Non-Defaulters
15804,RENT,Verified,7,2.86,200000.0,Non-Defaulters
14449,MORTGAGE,Not Verified,10,25.13,52000.0,Defaulters
39910,MORTGAGE,Source Verified,5,10.74,80000.0,Non-Defaulters
5945,MORTGAGE,Verified,4,13.42,39000.0,Non-Defaulters
6040,OWN,Source Verified,,5.3,50000.0,Non-Defaulters
12756,RENT,Not Verified,2,5.1,110000.0,Non-Defaulters
39074,MORTGAGE,Source Verified,10,20.1,102000.0,Non-Defaulters
32120,MORTGAGE,Verified,10,19.64,88661.0,Non-Defaulters
13414,MORTGAGE,Not Verified,3,23.57,56000.0,Defaulters
8764,RENT,Verified,,25.87,54000.0,Defaulters
55942,RENT,Verified,10,7.18,230000.0,Non-Defaulters
66967,MORTGAGE,Source Verified,8,16.79,130000.0,Non-Defaulters
7708,RENT,Not Verified,5,8.18,72000.0,Non-Defaulters
25401,RENT,Not Verified,3,6.83,115000.0,Non-Defaulters
3232,MORTGAGE,Source Verified,6,16.58,60000.0,Non-Defaulters
9547,RENT,Not Verified,1,24.65,61000.0,Non-Defaulters
15063,MORTGAGE,Verified,10,7.18,130000.0,Non-Defaulters
9347,RENT,Verified,2,15.4,95004.0,Non-Defaulters
3626,RENT,Verified,3,12.27,35000.0,Non-Defaulters
11521,MORTGAGE,Source Verified,3,2.32,127200.0,Non-Defaulters
9944,MORTGAGE,Verified,10,7.44,105000.0,Non-Defaulters
32970,MORTGAGE,Not Verified,10,21.99,61000.0,Non-Defaulters
47039,RENT,Not Verified,4,22.97,76000.0,Defaulters
4289,RENT,Not Verified,6,12.34,60000.0,Non-Defaulters
6217,RENT,Source Verified,10,27.24,40000.0,Non-Defaulters
8106,MORTGAGE,Verified,1,25.32,40000.0,Non-Defaulters
12192,MORTGAGE,Verified,8,18.92,80000.0,Non-Defaulters
39098,MORTGAGE,Source Verified,4,3.17,72000.0,Non-Defaulters
8866,RENT,Source Verified,2,31.29,42761.0,Non-Defaulters
3695,MORTGAGE,Source Verified,9,12.27,150000.0,Non-Defaulters
15693,MORTGAGE,Source Verified,6,25.42,75000.0,Non-Defaulters
92657,MORTGAGE,Not Verified,4,16.42,76500.0,Non-Defaulters
22621,MORTGAGE,Not Verified,1,22.23,70000.0,Non-Defaulters
13450,MORTGAGE,Verified,10,17.25,69000.0,Defaulters
11067,MORTGAGE,Source Verified,10,18.78,40000.0,Defaulters
23133,MORTGAGE,Verified,1,33.73,65000.0,Non-Defaulters
45624,MORTGAGE,Verified,8,21.62,99360.0,Non-Defaulters
19148,MORTGAGE,Verified,1,19.31,65000.0,Non-Defaulters
3028,RENT,Not Verified,6,10.69,65000.0,Non-Defaulters
13029,MORTGAGE,Not Verified,1,12.51,75000.0,Non-Defaulters
19359,RENT,Verified,2,23.45,70000.0,Defaulters
15980,MORTGAGE,Verified,10,18.67,52000.0,Defaulters
9410,RENT,Not Verified,1,12.19,56000.0,Non-Defaulters
53745,MORTGAGE,Not Verified,10,9.13,90000.0,Non-Defaulters
28541,MORTGAGE,Verified,2,13.47,189000.0,Non-Defaulters
6371,MORTGAGE,Source Verified,5,21.57,76400.0,Defaulters
9193,RENT,Not Verified,1,15.69,45000.0,Non-Defaulters
7318,MORTGAGE,Source Verified,10,28.28,95000.0,Defaulters
4004,MORTGAGE,Not Verified,2,11.16,40000.0,Non-Defaulters
27099,MORTGAGE,Not Verified,8,14.34,54996.0,Defaulters
6603,MORTGAGE,Verified,10,12.48,50000.0,Non-Defaulters
628,RENT,Verified,3,4.02,100000.0,Non-Defaulters
14186,RENT,Not Verified,10,26.05,65000.0,Non-Defaulters
4558,RENT,Not Verified,1,6.12,92000.0,Non-Defaulters
5284,RENT,Verified,,21.29,21420.0,Defaulters
24411,MORTGAGE,Verified,10,21.17,76800.0,Non-Defaulters
6634,RENT,Source Verified,10,14.34,73000.0,Non-Defaulters
9554,RENT,Not Verified,2,16.53,48000.0,Non-Defaulters
18156,RENT,Source Verified,3,18.09,84000.0,Non-Defaulters
13731,RENT,Not Verified,1,15.09,75000.0,Non-Defaulters
7903,RENT,Source Verified,1,25.46,50000.0,Non-Defaulters
17265,RENT,Verified,10,10.68,200000.0,Non-Defaulters
5459,MORTGAGE,Source Verified,4,15.03,130000.0,Non-Defaulters
78688,MORTGAGE,Verified,2,28.33,175000.0,Non-Defaulters
13978,MORTGAGE,Not Verified,10,10.51,58000.0,Non-Defaulters
10684,RENT,Not Verified,1,28.33,35000.0,Non-Defaulters
4379,OWN,Not Verified,3,24.62,76320.0,Non-Defaulters
7512,MORTGAGE,Verified,4,13.72,52000.0,Defaulters
24701,MORTGAGE,Not Verified,10,27.99,120000.0,Non-Defaulters
15203,MORTGAGE,Verified,6,16.51,50000.0,Non-Defaulters
12564,RENT,Not Verified,2,12.37,115000.0,Defaulters
26959,MORTGAGE,Verified,2,21.84,55000.0,Non-Defaulters
12134,RENT,Not Verified,8,18.32,47000.0,Non-Defaulters
6382,RENT,Source Verified,10,14.81,86000.0,Non-Defaulters
20369,MORTGAGE,Not Verified,10,15.29,85000.0,Non-Defaulters
22640,MORTGAGE,Not Verified,1,14.31,144000.0,Non-Defaulters
16102,RENT,Source Verified,8,9.3,67000.0,Defaulters
11308,RENT,Source Verified,2,19.54,49000.0,Non-Defaulters
18051,RENT,Verified,10,16.31,92000.0,Defaulters
21104,RENT,Source Verified,4,7.29,70000.0,Defaulters
30702,RENT,Verified,9,22.63,75000.0,Non-Defaulters
10768,RENT,Not Verified,2,17.43,42000.0,Non-Defaulters
